sale_id,sale_date,customer_id,total_price,quantity,product_name,category,loyalty_tier
111,2023-01-31 00:00:00,3556,296.40,1,Klassikaline puuvillane skaterkleit,naiste_riided,silver
202,2023-01-31 00:00:00,2711,439.66,2,Kerge siidine nahkkindad,aksessuaarid,gold
258,2023-01-31 00:00:00,3555,548.74,2,Trendikas puuvillane skaterkleit,naiste_riided,silver
287,2023-02-01 00:00:00,4949,272.60,2,Luksuslik orgaaniline pühapäevakleit,laste_riided,bronze
509,2023-02-01 00:00:00,4454,373.54,2,Klassikaline puust nahkvöö,aksessuaarid,silver
302,2023-02-01 00:00:00,2344,430.68,4,Vintage teksane chino püksid,meeste_riided,gold
503,2023-02-01 00:00:00,4340,328.26,3,Elegantne villane kaabu,aksessuaarid,bronze
361,2023-02-01 00:00:00,3993,108.09,1,Luksuslik satiinne teksapüksid,naiste_riided,gold
300,2023-02-02 00:00:00,3305,208.54,2,Trendikas trikoo skaterkleit,laste_riided,gold
395,2023-02-02 00:00:00,2659,743.43,3,Vintage linane bleiser,meeste_riided,gold
355,2023-02-02 00:00:00,4160,574.44,3,Vintage kangast vöö,aksessuaarid,silver
497,2023-02-02 00:00:00,2390,145.72,1,Trendikas nahkne sõrmus,aksessuaarid,null
483,2023-02-03 00:00:00,4544,546.12,2,Boheemlaslik goretex kingad,jalanõusid,gold
437,2023-02-03 00:00:00,2475,52.04,1,Elegantne orgaaniline kleit,laste_riided,bronze
538,2023-02-03 00:00:00,2889,564.58,2,Sportlik kangast tennised,jalanõusid,silver
425,2023-02-05 00:00:00,3668,160.91,1,Praktiline polüester casual särk,meeste_riided,null
271,2023-02-05 00:00:00,2212,208.54,2,Trendikas trikoo skaterkleit,laste_riided,gold
488,2023-02-06 00:00:00,4563,156.18,2,Minimalistlik viskoosne skaterkleit,naiste_riided,bronze
450,2023-02-06 00:00:00,4815,611.44,2,Vintage nahkne tossud,jalanõusid,null
394,2023-02-07 00:00:00,2326,237.71,1,Klassikaline viskoosne õhtukleit,naiste_riided,null
420,2023-02-07 00:00:00,3516,122.07,1,Moodne metallist rätik,aksessuaarid,silver
299,2023-02-07 00:00:00,2929,35.68,1,Moodne puuvillane komplekt,laste_riided,gold
385,2023-02-07 00:00:00,4484,-438.76,2,Stiilne kangast nokamüts,aksessuaarid,null
263,2023-02-07 00:00:00,3883,190.81,1,Praktiline nahkne nahk sandaalid,jalanõusid,null
528,2023-02-09 00:00:00,2973,448.65,3,Luksuslik keraamiline elastne vöö,aksessuaarid,bronze
520,2023-02-09 00:00:00,4565,713.13,3,Klassikaline viskoosne õhtukleit,naiste_riided,null
410,2023-02-09 00:00:00,2363,229.55,1,Elegantne džersii cargo püksid,naiste_riided,gold
303,2023-02-10 00:00:00,3500,205.00,1,Õhuline flanellne smokingüklikond,meeste_riided,silver
472,2023-02-10 00:00:00,4083,182.44,2,Klassikaline tweed kardigan,meeste_riided,gold
284,2023-02-10 00:00:00,4274,138.13,1,Õhuline orgaaniline alussärk,laste_riided,silver
530,2023-02-10 00:00:00,3425,131.20,2,Elegantne puust kootud müts,aksessuaarid,null
416,2023-02-10 00:00:00,3729,256.88,2,Elegantne orgaaniline tuulejope,laste_riided,gold
418,2023-02-10 00:00:00,4207,136.30,1,Luksuslik orgaaniline pühapäevakleit,laste_riided,gold
469,2023-02-11 00:00:00,4881,139.74,1,Trendikas džersii miniseelik,naiste_riided,null
521,2023-02-11 00:00:00,3081,321.82,2,Praktiline polüester casual särk,meeste_riided,gold
388,2023-02-11 00:00:00,2589,90.42,2,Stiilne siidine labakindad,aksessuaarid,gold
340,2023-02-12 00:00:00,3872,472.47,3,Praktiline seemisnahkne tennised,jalanõusid,silver
348,2023-02-13 00:00:00,4932,151.45,1,Mugav softshell slim-fit püksid,laste_riided,gold
360,2023-02-13 00:00:00,4626,72.60,1,Praktiline trikoo püksid,laste_riided,silver
368,2023-02-13 00:00:00,3227,203.67,1,Moodne džersii slim-fit ülikond,meeste_riided,null
377,2023-02-13 00:00:00,3012,149.47,1,Praktiline nahkne sõrmus,aksessuaarid,bronze
518,2023-02-13 00:00:00,2889,178.78,2,Klassikaline linane mantelpaltoo,meeste_riided,silver
295,2023-02-13 00:00:00,3446,221.42,1,Moodne seemisnahkne oxfordid,jalanõusid,silver
426,2023-02-13 00:00:00,4244,393.82,2,Sportlik džersii püksid,meeste_riided,null
285,2023-02-13 00:00:00,4419,29.48,1,Mugav klaasist kõrvarõngad,aksessuaarid,null
537,2023-02-13 00:00:00,4965,155.45,1,Moodne kangast sõrmus,aksessuaarid,null
454,2023-02-13 00:00:00,2849,30.05,1,Trendikas fliisist tuulejope,laste_riided,gold
389,2023-02-14 00:00:00,4348,26.62,1,Luksuslik softshell komplekt,laste_riided,gold
414,2023-02-15 00:00:00,2997,51.58,1,Soe puuvillane chino püksid,laste_riided,gold
282,2023-02-15 00:00:00,4178,22.70,1,Minimalistlik puuvillane pidžaama,laste_riided,null
522,2023-02-16 00:00:00,2119,138.78,2,Trendikas sünteetiline mokassiinid,jalanõusid,silver
356,2023-02-16 00:00:00,4011,130.73,1,Vintage orgaaniline body,laste_riided,null
500,2023-02-16 00:00:00,3924,312.81,3,Trendikas trikoo skaterkleit,laste_riided,silver
297,2023-02-16 00:00:00,2281,308.84,1,Boheemlaslik puuvillane tuulejope,naiste_riided,silver
477,2023-02-16 00:00:00,4797,95.76,2,Praktiline klaasist sõrmkindad,aksessuaarid,null
514,2023-02-16 00:00:00,4570,472.47,3,Praktiline seemisnahkne tennised,jalanõusid,null
337,2023-02-16 00:00:00,2805,321.42,2,Stiilne džersii püksid,meeste_riided,null
508,2023-02-17 00:00:00,3637,127.90,2,Stiilne villane kontsakingad,jalanõusid,null
371,2023-02-17 00:00:00,2186,112.68,1,Minimalistlik softshell cargo püksid,laste_riided,gold
274,2023-02-17 00:00:00,4863,49.08,2,Praktiline trikoo sukkpüksid,laste_riided,silver
399,2023-02-17 00:00:00,4584,519.38,2,Luksuslik tweed triiksärk,meeste_riided,null
460,2023-02-17 00:00:00,2983,204.87,1,Praktiline villane kott,aksessuaarid,null
314,2023-02-17 00:00:00,3629,147.80,2,Trendikas puuvillane body,laste_riided,bronze
354,2023-02-18 00:00:00,4065,86.46,1,Moodne trikoo koolikomplekt,laste_riided,bronze
443,2023-02-18 00:00:00,3342,436.84,2,Elegantne flanellne cargo püksid,meeste_riided,null
427,2023-02-18 00:00:00,2906,53.58,2,Vintage keraamiline barett,aksessuaarid,silver
343,2023-02-18 00:00:00,4824,52.04,1,Elegantne orgaaniline kleit,laste_riided,null
453,2023-02-18 00:00:00,3896,157.49,1,Praktiline seemisnahkne tennised,jalanõusid,null
519,2023-02-19 00:00:00,3287,873.68,4,Elegantne flanellne cargo püksid,meeste_riided,gold
502,2023-02-19 00:00:00,4585,421.74,2,Soe linane mantelpaltoo,meeste_riided,bronze
457,2023-02-19 00:00:00,2318,823.11,3,Trendikas puuvillane skaterkleit,naiste_riided,gold
289,2023-02-19 00:00:00,4716,495.04,2,Luksuslik merino villane chino püksid,naiste_riided,gold
315,2023-02-20 00:00:00,2963,155.20,2,Klassikaline flanellne smokingüklikond,meeste_riided,silver
433,2023-02-20 00:00:00,4779,327.07,1,Õhuline polüester cargo püksid,meeste_riided,null
352,2023-02-20 00:00:00,4616,921.81,3,Sportlik seemisnahkne nahk sandaalid,jalanõusid,gold
379,2023-02-21 00:00:00,3633,172.28,2,Sportlik puuvillane chino püksid,laste_riided,null
478,2023-02-21 00:00:00,2040,86.14,1,Sportlik puuvillane chino püksid,laste_riided,silver
320,2023-02-21 00:00:00,3723,218.84,2,Elegantne villane kaabu,aksessuaarid,silver
515,2023-02-22 00:00:00,3939,838.29,3,Praktiline polüester ülikond,meeste_riided,null
307,2023-02-22 00:00:00,4319,210.87,1,Soe linane mantelpaltoo,meeste_riided,gold
400,2023-02-22 00:00:00,2732,82.15,1,Elegantne tweed püksid,meeste_riided,gold
422,2023-02-22 00:00:00,3556,564.20,4,Stiilne nahkne derbyd,jalanõusid,silver
424,2023-02-22 00:00:00,4138,168.82,1,Vintage fliisist koolikomplekt,laste_riided,gold
429,2023-02-22 00:00:00,4867,727.29,3,Sportlik polüester püksid,meeste_riided,gold
419,2023-02-23 00:00:00,4909,329.99,1,Õhuline nahkne sporditossud,jalanõusid,silver
280,2023-02-23 00:00:00,2610,49.11,3,Soe siidine kaelakee,aksessuaarid,null
470,2023-02-23 00:00:00,3199,125.52,1,Elegantne teksane cargo püksid,meeste_riided,silver
533,2023-02-23 00:00:00,4314,111.26,1,Vintage viskoosne püksid,naiste_riided,null
434,2023-02-24 00:00:00,2957,271.35,1,Vintage villane rannasandaalid,jalanõusid,null
408,2023-02-24 00:00:00,2574,120.17,1,Mugav kangast tennised,jalanõusid,gold
447,2023-02-24 00:00:00,4146,1249.64,4,Mugav merino villane tuulejope,meeste_riided,null
369,2023-02-24 00:00:00,2706,30.05,1,Trendikas fliisist tuulejope,laste_riided,null
293,2023-02-25 00:00:00,3127,265.20,1,Sportlik linane jakk,naiste_riided,bronze
498,2023-02-25 00:00:00,4599,65.52,1,Luksuslik goretex tennised,jalanõusid,null
475,2023-02-25 00:00:00,4241,169.08,2,Minimalistlik nahkne derbyd,jalanõusid,gold
495,2023-02-25 00:00:00,4286,134.94,1,Elegantne keraamiline labakindad,aksessuaarid,null
468,2023-02-25 00:00:00,4732,175.25,1,Soe polüester cargo püksid,meeste_riided,bronze
526,2023-02-26 00:00:00,4940,188.28,4,Boheemlaslik klaasist kaelakee,aksessuaarid,bronze
278,2023-02-26 00:00:00,4330,498.81,3,Vintage siidine skaterkleit,naiste_riided,gold
455,2023-02-26 00:00:00,3297,437.98,2,Boheemlaslik džersii teksapüksid,naiste_riided,null
386,2023-02-26 00:00:00,3953,108.09,1,Luksuslik satiinne teksapüksid,naiste_riided,bronze
319,2023-02-26 00:00:00,4070,243.02,2,Stiilne kangast jooksutossud,jalanõusid,silver
486,2023-02-27 00:00:00,2044,211.35,1,Moodne viskoosne plisseeseelik,naiste_riided,bronze
479,2023-02-27 00:00:00,3899,526.45,5,Elegantne orgaaniline dressikomplekt,laste_riided,gold
492,2023-02-27 00:00:00,3325,659.98,2,Õhuline nahkne sporditossud,jalanõusid,gold
336,2023-02-28 00:00:00,3415,560.04,2,Soe siidine särk-pluus,naiste_riided,silver
804,2023-03-01 00:00:00,4167,475.53,3,Elegantne kashmiir tuulejope,naiste_riided,gold
768,2023-03-01 00:00:00,4193,285.14,2,Sportlik linane bleiser,meeste_riided,silver
643,2023-03-02 00:00:00,2054,210.76,1,Soe puuvillane teksapüksid,naiste_riided,null
876,2023-03-02 00:00:00,3637,332.55,1,Praktiline merino villane parka,meeste_riided,null
568,2023-03-02 00:00:00,3332,438.38,2,Elegantne linane bleiser,naiste_riided,gold
812,2023-03-02 00:00:00,4206,209.05,1,Stiilne kashmiir jakk,naiste_riided,null
608,2023-03-02 00:00:00,3743,218.84,2,Elegantne villane kaabu,aksessuaarid,silver
689,2023-03-02 00:00:00,4965,24.67,1,Moodne orgaaniline bleiser,laste_riided,null
626,2023-03-03 00:00:00,3950,193.00,2,Sportlik puuvillane smokingüklikond,meeste_riided,gold
655,2023-03-03 00:00:00,2349,213.64,2,Stiilne orgaaniline pidžaama,laste_riided,silver
700,2023-03-03 00:00:00,4252,188.50,2,Trendikas villane tuulejope,laste_riided,null
796,2023-03-03 00:00:00,2915,46.90,2,Moodne nahkne müts,aksessuaarid,null
819,2023-03-04 00:00:00,2823,134.94,1,Elegantne keraamiline labakindad,aksessuaarid,null
695,2023-03-04 00:00:00,2430,431.16,2,Stiilne villane seljakott,aksessuaarid,silver
592,2023-03-04 00:00:00,3852,72.73,1,Minimalistlik džersii chino püksid,naiste_riided,null
754,2023-03-04 00:00:00,2128,500.34,2,Luksuslik merino villane kapuutsiga pusa,naiste_riided,gold
840,2023-03-05 00:00:00,4633,73.90,1,Trendikas puuvillane body,laste_riided,null
742,2023-03-05 00:00:00,3242,194.57,1,Kerge metallist labakindad,aksessuaarid,gold
738,2023-03-05 00:00:00,4746,278.59,1,Kerge flanellne kardigan,meeste_riided,bronze
633,2023-03-05 00:00:00,3044,337.64,2,Vintage fliisist koolikomplekt,laste_riided,null
873,2023-03-06 00:00:00,2041,648.76,2,Boheemlaslik kangast rannasandaalid,jalanõusid,bronze
868,2023-03-06 00:00:00,4281,74.70,1,Luksuslik villane saapad,jalanõusid,silver
658,2023-03-06 00:00:00,3784,228.81,1,Trendikas nahkne oxfordid,jalanõusid,bronze
698,2023-03-06 00:00:00,3698,227.72,2,Trendikas villane nahkkindad,aksessuaarid,gold
659,2023-03-06 00:00:00,2461,361.77,3,Elegantne tweed smokingüklikond,meeste_riided,null
623,2023-03-06 00:00:00,4843,611.01,3,Moodne džersii slim-fit ülikond,meeste_riided,null
829,2023-03-06 00:00:00,3972,562.38,2,Moodne merino villane triiksärk,meeste_riided,silver
679,2023-03-06 00:00:00,2025,926.52,3,Boheemlaslik puuvillane tuulejope,naiste_riided,null
848,2023-03-06 00:00:00,4178,109.62,1,Soe džersii suvekleit,naiste_riided,null
553,2023-03-06 00:00:00,3529,305.70,2,Sportlik softshell sukkpüksid,laste_riided,silver
775,2023-03-07 00:00:00,2400,225.36,2,Minimalistlik softshell cargo püksid,laste_riided,null
649,2023-03-07 00:00:00,3394,332.54,2,Praktiline merino villane pusa,naiste_riided,null
861,2023-03-08 00:00:00,4834,178.58,2,Klassikaline džersii bleiser,meeste_riided,silver
606,2023-03-08 00:00:00,3048,50.77,1,Sportlik siidine cargo püksid,naiste_riided,null
824,2023-03-08 00:00:00,2618,259.23,1,Kerge linane teksapüksid,meeste_riided,silver
680,2023-03-08 00:00:00,2252,338.43,1,Mugav tweed ülikond,meeste_riided,null
758,2023-03-08 00:00:00,3713,-199.14,2,Vintage softshell alussärk,laste_riided,bronze
547,2023-03-08 00:00:00,2793,614.54,2,Sportlik seemisnahkne nahk sandaalid,jalanõusid,gold
554,2023-03-08 00:00:00,4949,48.85,1,Luksuslik tweed linane särk,meeste_riided,bronze
773,2023-03-09 00:00:00,3872,319.42,1,Praktiline džersii seelik,naiste_riided,silver
747,2023-03-09 00:00:00,4170,201.86,1,Boheemlaslik polüester slim-fit särk,meeste_riided,null
820,2023-03-09 00:00:00,4773,47.36,2,Vintage softshell cargo püksid,laste_riided,gold
603,2023-03-10 00:00:00,3459,94.76,2,Õhuline softshell dressikomplekt,laste_riided,gold
865,2023-03-11 00:00:00,3921,658.14,3,Stiilne kangast nokamüts,aksessuaarid,null
712,2023-03-11 00:00:00,4255,615.66,2,Õhuline linane jakk,naiste_riided,silver
788,2023-03-11 00:00:00,2403,614.61,3,Praktiline villane kott,aksessuaarid,gold
559,2023-03-11 00:00:00,3515,110.53,1,Kerge teksane slim-fit ülikond,meeste_riided,bronze
709,2023-03-12 00:00:00,3521,1173.95,5,Soe teksane chino püksid,meeste_riided,silver
703,2023-03-12 00:00:00,4206,374.54,1,Vintage tweed kampsun,meeste_riided,null
847,2023-03-13 00:00:00,2360,120.17,1,Mugav kangast tennised,jalanõusid,bronze
571,2023-03-13 00:00:00,2132,88.44,3,Mugav klaasist kõrvarõngad,aksessuaarid,silver
589,2023-03-13 00:00:00,3692,65.60,1,Elegantne puust kootud müts,aksessuaarid,bronze
780,2023-03-13 00:00:00,4024,81.48,1,Õhuline kangast nahk sandaalid,jalanõusid,gold
757,2023-03-13 00:00:00,4850,210.87,1,Soe linane mantelpaltoo,meeste_riided,null
853,2023-03-13 00:00:00,2672,264.24,3,Minimalistlik trikoo tuulejope,laste_riided,null
646,2023-03-14 00:00:00,3473,273.06,1,Boheemlaslik goretex kingad,jalanõusid,bronze
729,2023-03-14 00:00:00,3242,244.90,2,Moodne satiinne bleiser,naiste_riided,gold
722,2023-03-14 00:00:00,4370,339.21,1,Boheemlaslik villane tennised,jalanõusid,null
666,2023-03-14 00:00:00,2387,603.94,2,Kerge džersii pluus,naiste_riided,bronze
611,2023-03-14 00:00:00,4239,260.00,4,Vintage seemisnahkne jooksutossud,jalanõusid,null
808,2023-03-14 00:00:00,3859,270.69,1,Soe nahkne platvormi kontsad,jalanõusid,null
706,2023-03-14 00:00:00,3011,191.85,3,Stiilne villane kontsakingad,jalanõusid,gold
838,2023-03-15 00:00:00,4100,234.91,1,Boheemlaslik nahkne talvesaapad,jalanõusid,gold
828,2023-03-15 00:00:00,3701,252.10,1,Soe sünteetiline sandaalid,jalanõusid,gold
756,2023-03-15 00:00:00,3399,-95.39,1,Klassikaline kangast nahkkindad,aksessuaarid,null
590,2023-03-16 00:00:00,3780,318.50,2,Õhuline flanellne V-kaelusega kampsun,meeste_riided,gold
651,2023-03-16 00:00:00,4096,147.80,2,Trendikas puuvillane body,laste_riided,gold
636,2023-03-16 00:00:00,2731,388.90,5,Mugav villane body,laste_riided,null
856,2023-03-16 00:00:00,2530,190.81,1,Praktiline nahkne nahk sandaalid,jalanõusid,silver
640,2023-03-16 00:00:00,3754,252.10,1,Soe sünteetiline sandaalid,jalanõusid,null
798,2023-03-16 00:00:00,3852,127.90,2,Stiilne villane kontsakingad,jalanõusid,null
774,2023-03-16 00:00:00,4535,493.40,5,Stiilne puuvillane mantelpaltoo,laste_riided,silver
743,2023-03-17 00:00:00,3583,100.57,1,Soe softshell sukkpüksid,laste_riided,bronze
866,2023-03-17 00:00:00,3608,65.60,1,Elegantne puust kootud müts,aksessuaarid,silver
552,2023-03-17 00:00:00,2379,368.04,2,Trendikas kangast kindad,aksessuaarid,null
874,2023-03-17 00:00:00,3648,981.21,3,Õhuline polüester cargo püksid,meeste_riided,silver
727,2023-03-17 00:00:00,3439,153.62,1,Praktiline seemisnahkne saapad,jalanõusid,bronze
