sale_id,sale_date,total_price,quantity,store_location,channel,category
112,2023-01-06 00:00:00,158.51,1,Tartu,pood,naiste_riided
210,2023-01-06 00:00:00,256.88,2,Tallinn,pood,laste_riided
216,2023-01-06 00:00:00,368.97,1,Tartu,pood,jalanõusid
224,2023-01-06 00:00:00,958.26,3,Tallinn,pood,naiste_riided
256,2023-01-06 00:00:00,149.47,1,Pärnu,pood,aksessuaarid
9,2023-01-07 00:00:00,22.04,1,Tallinn,pood,aksessuaarid
41,2023-01-07 00:00:00,203.08,4,Tallinn,pood,naiste_riided
47,2023-01-07 00:00:00,225.81,1,Tallinn,pood,naiste_riided
51,2023-01-07 00:00:00,29.48,1,Tallinn,pood,aksessuaarid
87,2023-01-07 00:00:00,139.74,1,Tallinn,pood,naiste_riided
144,2023-01-07 00:00:00,1662.75,5,Tallinn,pood,meeste_riided
145,2023-01-07 00:00:00,482.73,3,Tallinn,pood,meeste_riided
162,2023-01-07 00:00:00,109.62,2,Pärnu,pood,laste_riided
252,2023-01-07 00:00:00,184.15,1,Tartu,pood,aksessuaarid
257,2023-01-07 00:00:00,259.69,1,Tallinn,pood,meeste_riided
10,2023-01-08 00:00:00,72.14,1,Tallinn,pood,laste_riided
33,2023-01-08 00:00:00,312.26,2,Tallinn,pood,aksessuaarid
45,2023-01-08 00:00:00,253.23,3,Tartu,pood,jalanõusid
99,2023-01-08 00:00:00,51.50,1,Tallinn,pood,laste_riided
108,2023-01-08 00:00:00,106.71,1,Tallinn,pood,aksessuaarid
113,2023-01-08 00:00:00,375.34,1,null,online,jalanõusid
177,2023-01-08 00:00:00,47.07,1,Tallinn,pood,aksessuaarid
201,2023-01-08 00:00:00,89.29,1,Tallinn,pood,meeste_riided
12,2023-01-09 00:00:00,451.62,2,null,online,naiste_riided
63,2023-01-09 00:00:00,264.60,2,Tartu,pood,jalanõusid
78,2023-01-09 00:00:00,704.37,3,Tartu,pood,meeste_riided
90,2023-01-09 00:00:00,210.58,2,Pärnu,pood,laste_riided
148,2023-01-09 00:00:00,183.31,1,Tartu,pood,aksessuaarid
159,2023-01-09 00:00:00,72.14,1,Tallinn,pood,laste_riided
169,2023-01-09 00:00:00,632.61,3,Pärnu,pood,meeste_riided
198,2023-01-09 00:00:00,184.02,1,Tartu,pood,aksessuaarid
205,2023-01-09 00:00:00,259.38,3,Tallinn,pood,laste_riided
259,2023-01-09 00:00:00,151.45,1,null,online,laste_riided
261,2023-01-09 00:00:00,58.84,2,Tallinn,pood,aksessuaarid
1,2023-01-10 00:00:00,469.58,2,Tallinn,pood,meeste_riided
61,2023-01-10 00:00:00,65.60,1,null,online,aksessuaarid
101,2023-01-10 00:00:00,96.11,1,Tartu,pood,jalanõusid
107,2023-01-10 00:00:00,371.05,1,Tallinn,pood,jalanõusid
110,2023-01-10 00:00:00,171.33,1,null,online,meeste_riided
180,2023-01-10 00:00:00,53.99,1,Tallinn,pood,laste_riided
233,2023-01-10 00:00:00,-320.42,2,null,online,meeste_riided
241,2023-01-10 00:00:00,560.26,2,null,online,jalanõusid
16,2023-01-11 00:00:00,145.72,1,Tallinn,pood,aksessuaarid
26,2023-01-11 00:00:00,160.21,1,Tallinn,pood,meeste_riided
82,2023-01-11 00:00:00,314.98,2,Tallinn,pood,jalanõusid
142,2023-01-11 00:00:00,381.62,2,Tallinn,pood,jalanõusid
172,2023-01-11 00:00:00,151.08,1,Pärnu,pood,meeste_riided
232,2023-01-11 00:00:00,305.72,1,Tallinn,pood,jalanõusid
251,2023-01-11 00:00:00,183.40,1,Tallinn,pood,aksessuaarid
11,2023-01-12 00:00:00,545.04,3,Tallinn,pood,aksessuaarid
49,2023-01-12 00:00:00,350.19,1,null,online,jalanõusid
115,2023-01-12 00:00:00,396.84,2,Tallinn,pood,jalanõusid
182,2023-01-12 00:00:00,207.23,1,Tartu,pood,jalanõusid
234,2023-01-12 00:00:00,545.04,3,null,online,aksessuaarid
243,2023-01-12 00:00:00,263.13,1,null,online,naiste_riided
247,2023-01-12 00:00:00,159.18,2,null,online,meeste_riided
248,2023-01-12 00:00:00,457.62,2,null,online,jalanõusid
5,2023-01-13 00:00:00,99.57,1,Tartu,pood,laste_riided
7,2023-01-13 00:00:00,629.96,4,Tartu,pood,jalanõusid
231,2023-01-13 00:00:00,274.87,1,null,online,jalanõusid
46,2023-01-14 00:00:00,382.96,2,null,online,aksessuaarid
59,2023-01-14 00:00:00,803.55,5,Tallinn,pood,meeste_riided
65,2023-01-14 00:00:00,62.82,1,Tartu,pood,laste_riided
67,2023-01-14 00:00:00,835.77,3,null,online,meeste_riided
129,2023-01-14 00:00:00,220.04,2,null,online,naiste_riided
131,2023-01-14 00:00:00,737.34,2,Tartu,pood,jalanõusid
141,2023-01-14 00:00:00,501.69,3,Pärnu,pood,laste_riided
143,2023-01-14 00:00:00,282.75,3,null,online,laste_riided
173,2023-01-14 00:00:00,50.77,1,Tallinn,pood,naiste_riided
211,2023-01-14 00:00:00,823.56,4,Tallinn,pood,aksessuaarid
214,2023-01-14 00:00:00,-414.39,3,Tallinn,pood,laste_riided
218,2023-01-14 00:00:00,316.04,1,null,online,meeste_riided
240,2023-01-14 00:00:00,905.91,3,Tallinn,pood,naiste_riided
36,2023-01-15 00:00:00,277.80,2,Tallinn,pood,meeste_riided
52,2023-01-15 00:00:00,916.04,4,null,online,meeste_riided
91,2023-01-15 00:00:00,558.86,2,Tartu,pood,meeste_riided
222,2023-01-15 00:00:00,-103.00,2,Pärnu,pood,laste_riided
226,2023-01-15 00:00:00,176.65,1,Tallinn,pood,aksessuaarid
227,2023-01-15 00:00:00,602.31,3,Tallinn,pood,naiste_riided
2,2023-01-16 00:00:00,482.26,2,Pärnu,pood,jalanõusid
17,2023-01-16 00:00:00,316.04,1,Tartu,pood,meeste_riided
38,2023-01-16 00:00:00,86.80,1,Tartu,pood,naiste_riided
39,2023-01-16 00:00:00,437.98,2,Tallinn,pood,naiste_riided
62,2023-01-16 00:00:00,270.69,1,null,online,jalanõusid
138,2023-01-16 00:00:00,182.77,1,Pärnu,pood,naiste_riided
187,2023-01-16 00:00:00,282.95,1,null,online,naiste_riided
22,2023-01-17 00:00:00,624.82,2,null,online,meeste_riided
25,2023-01-17 00:00:00,292.61,1,Pärnu,pood,jalanõusid
80,2023-01-17 00:00:00,113.86,1,Tartu,pood,aksessuaarid
124,2023-01-17 00:00:00,328.00,5,Pärnu,pood,aksessuaarid
127,2023-01-17 00:00:00,250.17,1,Pärnu,pood,naiste_riided
147,2023-01-17 00:00:00,704.37,3,Tallinn,pood,meeste_riided
163,2023-01-17 00:00:00,214.72,2,null,online,laste_riided
181,2023-01-17 00:00:00,234.79,1,Tartu,pood,meeste_riided
217,2023-01-17 00:00:00,305.72,1,Tallinn,pood,jalanõusid
235,2023-01-17 00:00:00,874.16,4,Tallinn,pood,jalanõusid
13,2023-01-18 00:00:00,95.39,1,Tallinn,pood,aksessuaarid
60,2023-01-18 00:00:00,183.31,1,Tartu,pood,aksessuaarid
73,2023-01-18 00:00:00,462.26,2,Pärnu,pood,aksessuaarid
81,2023-01-18 00:00:00,221.89,1,null,online,naiste_riided
150,2023-01-18 00:00:00,273.06,1,null,online,jalanõusid
153,2023-01-18 00:00:00,243.02,2,Tallinn,pood,jalanõusid
158,2023-01-18 00:00:00,307.83,1,Tartu,pood,naiste_riided
166,2023-01-18 00:00:00,145.16,2,null,online,laste_riided
27,2023-01-19 00:00:00,100.57,1,Tartu,pood,laste_riided
43,2023-01-19 00:00:00,95.87,1,Tallinn,pood,laste_riided
58,2023-01-19 00:00:00,270.69,1,Pärnu,pood,jalanõusid
118,2023-01-19 00:00:00,107.67,1,Tallinn,pood,meeste_riided
132,2023-01-19 00:00:00,504.66,2,Tallinn,pood,naiste_riided
183,2023-01-19 00:00:00,420.72,2,Pärnu,pood,jalanõusid
189,2023-01-19 00:00:00,66.21,1,null,online,laste_riided
197,2023-01-19 00:00:00,1211.44,4,Tartu,pood,jalanõusid
208,2023-01-19 00:00:00,840.39,3,Pärnu,pood,jalanõusid
209,2023-01-19 00:00:00,1484.20,4,Tallinn,pood,jalanõusid
24,2023-01-20 00:00:00,-86.46,1,null,online,laste_riided
29,2023-01-20 00:00:00,147.58,1,Pärnu,pood,jalanõusid
70,2023-01-20 00:00:00,356.57,1,Tallinn,pood,meeste_riided
97,2023-01-20 00:00:00,731.79,3,Tartu,pood,meeste_riided
126,2023-01-20 00:00:00,31.65,1,null,online,laste_riided
134,2023-01-20 00:00:00,68.08,2,null,online,laste_riided
178,2023-01-20 00:00:00,437.98,2,Tartu,pood,naiste_riided
191,2023-01-20 00:00:00,504.20,2,Tallinn,pood,jalanõusid
193,2023-01-20 00:00:00,66.88,1,Tallinn,pood,aksessuaarid
196,2023-01-20 00:00:00,1266.30,5,null,online,meeste_riided
199,2023-01-20 00:00:00,263.13,1,Tallinn,pood,naiste_riided
225,2023-01-20 00:00:00,210.18,2,Tallinn,pood,meeste_riided
242,2023-01-20 00:00:00,412.68,2,Tallinn,pood,jalanõusid
245,2023-01-20 00:00:00,70.01,1,Tallinn,pood,meeste_riided
30,2023-01-21 00:00:00,22.70,1,Tartu,pood,aksessuaarid
96,2023-01-21 00:00:00,237.71,1,null,online,naiste_riided
136,2023-01-21 00:00:00,315.69,3,Tartu,pood,laste_riided
154,2023-01-21 00:00:00,1260.50,5,null,online,jalanõusid
176,2023-01-21 00:00:00,270.69,1,Tallinn,pood,jalanõusid
32,2023-01-22 00:00:00,368.14,2,Tallinn,pood,meeste_riided
42,2023-01-22 00:00:00,260.72,2,Tallinn,pood,naiste_riided
55,2023-01-22 00:00:00,312.26,2,null,online,aksessuaarid
68,2023-01-22 00:00:00,274.78,1,null,online,meeste_riided
137,2023-01-22 00:00:00,79.59,1,Tartu,pood,meeste_riided
155,2023-01-22 00:00:00,65.52,1,Pärnu,pood,jalanõusid
171,2023-01-22 00:00:00,776.73,3,Tallinn,pood,meeste_riided
200,2023-01-22 00:00:00,42.64,1,Pärnu,pood,naiste_riided
221,2023-01-22 00:00:00,24.67,1,Tallinn,pood,laste_riided
8,2023-01-23 00:00:00,252.84,2,null,online,meeste_riided
19,2023-01-23 00:00:00,143.64,3,null,online,aksessuaarid
37,2023-01-23 00:00:00,209.05,1,null,online,naiste_riided
103,2023-01-23 00:00:00,209.05,1,Tallinn,pood,naiste_riided
160,2023-01-23 00:00:00,442.84,2,null,online,jalanõusid
186,2023-01-23 00:00:00,285.14,2,Tartu,pood,meeste_riided
223,2023-01-23 00:00:00,553.94,2,Tallinn,pood,jalanõusid
237,2023-01-23 00:00:00,626.49,3,Tallinn,pood,naiste_riided
238,2023-01-23 00:00:00,155.84,1,null,online,aksessuaarid
260,2023-01-23 00:00:00,102.12,3,Tartu,pood,laste_riided
93,2023-01-24 00:00:00,104.08,2,Tallinn,pood,laste_riided
100,2023-01-24 00:00:00,188.50,2,Tallinn,pood,laste_riided
102,2023-01-24 00:00:00,270.69,1,null,online,jalanõusid
104,2023-01-24 00:00:00,544.10,2,Tallinn,pood,naiste_riided
164,2023-01-24 00:00:00,103.00,2,Tartu,pood,laste_riided
174,2023-01-24 00:00:00,421.52,2,Tartu,pood,naiste_riided
194,2023-01-24 00:00:00,-319.98,1,null,online,jalanõusid
215,2023-01-24 00:00:00,208.11,1,Tartu,pood,meeste_riided
114,2023-01-25 00:00:00,188.91,1,Tallinn,pood,aksessuaarid
140,2023-01-25 00:00:00,504.66,2,Tallinn,pood,naiste_riided
236,2023-01-25 00:00:00,78.09,1,Tallinn,pood,naiste_riided
249,2023-01-25 00:00:00,407.97,3,Tallinn,pood,naiste_riided
253,2023-01-25 00:00:00,585.22,2,Tallinn,pood,jalanõusid
44,2023-01-26 00:00:00,253.26,1,null,online,meeste_riided
76,2023-01-26 00:00:00,918.20,4,null,online,naiste_riided
123,2023-01-26 00:00:00,283.24,2,Tallinn,pood,laste_riided
139,2023-01-26 00:00:00,-308.84,1,null,online,naiste_riided
165,2023-01-26 00:00:00,155.84,1,null,online,aksessuaarid
167,2023-01-26 00:00:00,574.44,3,Tallinn,pood,aksessuaarid
212,2023-01-26 00:00:00,676.86,2,null,online,meeste_riided
21,2023-01-27 00:00:00,53.91,3,Tallinn,pood,aksessuaarid
128,2023-01-27 00:00:00,105.09,1,Tallinn,pood,meeste_riided
179,2023-01-27 00:00:00,74.81,1,null,online,aksessuaarid
6,2023-01-28 00:00:00,282.29,1,Tartu,pood,jalanõusid
28,2023-01-28 00:00:00,48.85,1,Pärnu,pood,meeste_riided
50,2023-01-28 00:00:00,144.20,1,Tallinn,pood,meeste_riided
56,2023-01-28 00:00:00,218.54,1,Tallinn,pood,jalanõusid
84,2023-01-28 00:00:00,368.67,1,Tallinn,pood,jalanõusid
94,2023-01-28 00:00:00,290.55,1,Pärnu,pood,naiste_riided
109,2023-01-28 00:00:00,204.87,1,null,online,aksessuaarid
133,2023-01-28 00:00:00,116.87,1,Pärnu,pood,jalanõusid
250,2023-01-28 00:00:00,100.93,1,Tallinn,pood,meeste_riided
40,2023-01-29 00:00:00,368.04,2,null,online,aksessuaarid
72,2023-01-29 00:00:00,77.40,2,Tallinn,pood,laste_riided
86,2023-01-29 00:00:00,109.42,1,Pärnu,pood,aksessuaarid
92,2023-01-29 00:00:00,614.54,2,Tallinn,pood,jalanõusid
117,2023-01-29 00:00:00,232.40,2,Tallinn,pood,meeste_riided
121,2023-01-29 00:00:00,868.10,5,null,online,aksessuaarid
175,2023-01-29 00:00:00,676.86,2,Tallinn,pood,meeste_riided
219,2023-01-29 00:00:00,73.90,1,Tallinn,pood,laste_riided
255,2023-01-29 00:00:00,605.58,3,Tartu,pood,meeste_riided
64,2023-01-30 00:00:00,153.11,1,Tallinn,pood,aksessuaarid
125,2023-01-30 00:00:00,307.24,2,Tallinn,pood,jalanõusid
31,2023-01-31 00:00:00,45.21,1,Tartu,pood,aksessuaarid
34,2023-01-31 00:00:00,221.42,1,null,online,jalanõusid
57,2023-01-31 00:00:00,188.50,2,null,online,laste_riided
71,2023-01-31 00:00:00,363.36,2,null,online,aksessuaarid
89,2023-01-31 00:00:00,125.64,2,Tallinn,pood,laste_riided
111,2023-01-31 00:00:00,296.40,1,Tallinn,pood,naiste_riided
119,2023-01-31 00:00:00,155.84,1,Tallinn,pood,aksessuaarid
130,2023-01-31 00:00:00,414.46,2,null,online,jalanõusid
202,2023-01-31 00:00:00,439.66,2,Tallinn,pood,aksessuaarid
230,2023-01-31 00:00:00,307.27,1,null,online,jalanõusid
258,2023-01-31 00:00:00,548.74,2,Tallinn,pood,naiste_riided
287,2023-02-01 00:00:00,272.60,2,Tallinn,pood,laste_riided
291,2023-02-01 00:00:00,260.04,2,Tartu,pood,laste_riided
302,2023-02-01 00:00:00,430.68,4,Tallinn,pood,meeste_riided
339,2023-02-01 00:00:00,553.94,2,Pärnu,pood,jalanõusid
361,2023-02-01 00:00:00,108.09,1,Tallinn,pood,naiste_riided
367,2023-02-01 00:00:00,178.58,2,null,online,meeste_riided
370,2023-02-01 00:00:00,202.57,1,Tartu,pood,naiste_riided
372,2023-02-01 00:00:00,321.42,2,null,online,meeste_riided
393,2023-02-01 00:00:00,131.04,2,null,online,jalanõusid
407,2023-02-01 00:00:00,772.17,3,null,online,naiste_riided
413,2023-02-01 00:00:00,274.87,1,Pärnu,pood,jalanõusid
421,2023-02-01 00:00:00,84.95,1,Tartu,pood,laste_riided
423,2023-02-01 00:00:00,840.06,3,Pärnu,pood,naiste_riided
503,2023-02-01 00:00:00,328.26,3,Tallinn,pood,aksessuaarid
509,2023-02-01 00:00:00,373.54,2,Tallinn,pood,aksessuaarid
275,2023-02-02 00:00:00,245.59,1,null,online,naiste_riided
286,2023-02-02 00:00:00,252.33,1,null,online,naiste_riided
300,2023-02-02 00:00:00,208.54,2,Tallinn,pood,laste_riided
329,2023-02-02 00:00:00,147.16,1,null,online,aksessuaarid
350,2023-02-02 00:00:00,83.23,1,Tartu,pood,naiste_riided
355,2023-02-02 00:00:00,574.44,3,Tallinn,pood,aksessuaarid
387,2023-02-02 00:00:00,93.13,1,null,online,aksessuaarid
395,2023-02-02 00:00:00,743.43,3,Tallinn,pood,meeste_riided
449,2023-02-02 00:00:00,106.69,1,Tartu,pood,meeste_riided
452,2023-02-02 00:00:00,234.99,1,null,online,naiste_riided
481,2023-02-02 00:00:00,332.54,2,null,online,naiste_riided
497,2023-02-02 00:00:00,145.72,1,Tallinn,pood,aksessuaarid
499,2023-02-02 00:00:00,83.23,1,null,online,naiste_riided
288,2023-02-03 00:00:00,114.16,2,null,online,aksessuaarid
309,2023-02-03 00:00:00,585.22,2,Tartu,pood,jalanõusid
325,2023-02-03 00:00:00,333.78,3,Pärnu,pood,naiste_riided
338,2023-02-03 00:00:00,582.88,4,Pärnu,pood,aksessuaarid
401,2023-02-03 00:00:00,1013.04,4,Pärnu,pood,meeste_riided
437,2023-02-03 00:00:00,52.04,1,Tallinn,pood,laste_riided
483,2023-02-03 00:00:00,546.12,2,Tallinn,pood,jalanõusid
538,2023-02-03 00:00:00,564.58,2,Tallinn,pood,jalanõusid
359,2023-02-04 00:00:00,138.13,1,null,online,laste_riided
390,2023-02-04 00:00:00,251.04,2,null,online,meeste_riided
461,2023-02-04 00:00:00,24.54,1,Pärnu,pood,laste_riided
476,2023-02-04 00:00:00,134.58,1,Pärnu,pood,meeste_riided
271,2023-02-05 00:00:00,208.54,2,Tallinn,pood,laste_riided
304,2023-02-05 00:00:00,229.01,1,null,online,meeste_riided
313,2023-02-05 00:00:00,94.65,1,Tartu,pood,laste_riided
425,2023-02-05 00:00:00,160.91,1,Tallinn,pood,meeste_riided
448,2023-02-05 00:00:00,304.26,2,null,online,meeste_riided
262,2023-02-06 00:00:00,251.91,3,null,online,jalanõusid
267,2023-02-06 00:00:00,632.10,5,null,online,meeste_riided
283,2023-02-06 00:00:00,327.06,2,null,online,meeste_riided
316,2023-02-06 00:00:00,274.66,2,null,online,meeste_riided
398,2023-02-06 00:00:00,73.18,1,Pärnu,pood,jalanõusid
432,2023-02-06 00:00:00,939.64,4,Tartu,pood,jalanõusid
450,2023-02-06 00:00:00,611.44,2,Tallinn,pood,jalanõusid
488,2023-02-06 00:00:00,156.18,2,Tallinn,pood,naiste_riided
263,2023-02-07 00:00:00,190.81,1,Tallinn,pood,jalanõusid
299,2023-02-07 00:00:00,35.68,1,Tallinn,pood,laste_riided
301,2023-02-07 00:00:00,184.15,1,null,online,aksessuaarid
318,2023-02-07 00:00:00,16.62,1,Pärnu,pood,aksessuaarid
326,2023-02-07 00:00:00,72.58,1,null,online,laste_riided
385,2023-02-07 00:00:00,-438.76,2,Tallinn,pood,aksessuaarid
391,2023-02-07 00:00:00,219.83,1,Pärnu,pood,aksessuaarid
394,2023-02-07 00:00:00,237.71,1,Tallinn,pood,naiste_riided
420,2023-02-07 00:00:00,122.07,1,Tallinn,pood,aksessuaarid
440,2023-02-07 00:00:00,218.54,1,Tartu,pood,jalanõusid
441,2023-02-07 00:00:00,484.86,2,Tallinn,pood,meeste_riided
466,2023-02-07 00:00:00,105.09,1,null,online,meeste_riided
487,2023-02-07 00:00:00,120.17,1,Tartu,pood,jalanõusid
496,2023-02-07 00:00:00,144.20,1,null,online,meeste_riided
357,2023-02-08 00:00:00,273.32,1,null,online,jalanõusid
375,2023-02-08 00:00:00,420.72,2,null,online,jalanõusid
404,2023-02-08 00:00:00,138.90,1,Tallinn,pood,meeste_riided
504,2023-02-08 00:00:00,600.85,5,null,online,jalanõusid
296,2023-02-09 00:00:00,198.42,1,null,online,jalanõusid
310,2023-02-09 00:00:00,243.96,2,Tallinn,pood,aksessuaarid
410,2023-02-09 00:00:00,229.55,1,Tallinn,pood,naiste_riided
451,2023-02-09 00:00:00,100.40,1,null,online,laste_riided
520,2023-02-09 00:00:00,713.13,3,Tallinn,pood,naiste_riided
527,2023-02-09 00:00:00,500.34,2,Tartu,pood,naiste_riided
528,2023-02-09 00:00:00,448.65,3,Tallinn,pood,aksessuaarid
284,2023-02-10 00:00:00,138.13,1,Tallinn,pood,laste_riided
303,2023-02-10 00:00:00,205.00,1,Tallinn,pood,meeste_riided
342,2023-02-10 00:00:00,34.04,1,Pärnu,pood,laste_riided
353,2023-02-10 00:00:00,296.40,1,null,online,naiste_riided
363,2023-02-10 00:00:00,205.89,1,null,online,aksessuaarid
416,2023-02-10 00:00:00,256.88,2,Tallinn,pood,laste_riided
418,2023-02-10 00:00:00,136.30,1,Tallinn,pood,laste_riided
472,2023-02-10 00:00:00,182.44,2,Tallinn,pood,meeste_riided
530,2023-02-10 00:00:00,131.20,2,Tallinn,pood,aksessuaarid
294,2023-02-11 00:00:00,163.64,1,null,online,jalanõusid
324,2023-02-11 00:00:00,123.35,5,Tartu,pood,laste_riided
382,2023-02-11 00:00:00,253.80,1,null,online,jalanõusid
388,2023-02-11 00:00:00,90.42,2,Tallinn,pood,aksessuaarid
409,2023-02-11 00:00:00,219.19,1,Tartu,pood,naiste_riided
469,2023-02-11 00:00:00,139.74,1,Tallinn,pood,naiste_riided
516,2023-02-11 00:00:00,585.22,2,null,online,jalanõusid
521,2023-02-11 00:00:00,321.82,2,Tallinn,pood,meeste_riided
265,2023-02-12 00:00:00,232.80,3,null,online,meeste_riided
312,2023-02-12 00:00:00,153.40,2,null,online,naiste_riided
340,2023-02-12 00:00:00,472.47,3,Tallinn,pood,jalanõusid
383,2023-02-12 00:00:00,434.08,1,Pärnu,pood,jalanõusid
523,2023-02-12 00:00:00,63.95,1,null,online,jalanõusid
285,2023-02-13 00:00:00,29.48,1,Tallinn,pood,aksessuaarid
295,2023-02-13 00:00:00,221.42,1,Tallinn,pood,jalanõusid
305,2023-02-13 00:00:00,414.39,3,null,online,laste_riided
341,2023-02-13 00:00:00,186.26,2,Tartu,pood,aksessuaarid
348,2023-02-13 00:00:00,151.45,1,Tallinn,pood,laste_riided
360,2023-02-13 00:00:00,72.60,1,Tallinn,pood,laste_riided
368,2023-02-13 00:00:00,203.67,1,Tallinn,pood,meeste_riided
377,2023-02-13 00:00:00,149.47,1,Tallinn,pood,aksessuaarid
396,2023-02-13 00:00:00,134.94,1,Pärnu,pood,aksessuaarid
405,2023-02-13 00:00:00,676.86,2,Pärnu,pood,meeste_riided
426,2023-02-13 00:00:00,393.82,2,Tallinn,pood,meeste_riided
454,2023-02-13 00:00:00,30.05,1,Tallinn,pood,laste_riided
471,2023-02-13 00:00:00,1212.15,5,Tartu,pood,meeste_riided
490,2023-02-13 00:00:00,597.88,4,Tartu,pood,aksessuaarid
518,2023-02-13 00:00:00,178.78,2,Tallinn,pood,meeste_riided
525,2023-02-13 00:00:00,234.91,1,Pärnu,pood,jalanõusid
531,2023-02-13 00:00:00,406.78,2,null,online,aksessuaarid
537,2023-02-13 00:00:00,155.45,1,Tallinn,pood,aksessuaarid
334,2023-02-14 00:00:00,201.86,2,Pärnu,pood,meeste_riided
346,2023-02-14 00:00:00,51.10,1,null,online,aksessuaarid
349,2023-02-14 00:00:00,448.38,2,Tartu,pood,naiste_riided
373,2023-02-14 00:00:00,199.14,2,null,online,laste_riided
389,2023-02-14 00:00:00,26.62,1,Tallinn,pood,laste_riided
485,2023-02-14 00:00:00,304.14,1,null,online,naiste_riided
532,2023-02-14 00:00:00,50.85,1,Pärnu,pood,aksessuaarid
282,2023-02-15 00:00:00,22.70,1,Tallinn,pood,laste_riided
311,2023-02-15 00:00:00,229.60,2,null,online,laste_riided
328,2023-02-15 00:00:00,109.90,2,Pärnu,pood,laste_riided
364,2023-02-15 00:00:00,694.32,2,null,online,meeste_riided
384,2023-02-15 00:00:00,125.12,2,Pärnu,pood,aksessuaarid
414,2023-02-15 00:00:00,51.58,1,Tallinn,pood,laste_riided
431,2023-02-15 00:00:00,101.54,2,Tartu,pood,naiste_riided
